"scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","class","order","suborder","infraorder","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences","MAP_LABEL","DESC"
"Abies lasiocarpa","(Hooker) Nuttall",75241,"Plantae","Tracheophyta","Pinopsida","Pinales","",NA,"Pinaceae","Abies",NA,"Abies lasiocarpa","","species","iNaturalist","Observations","62162758","","https://www.inaturalist.org/observations/62162758","John D Reynolds","",NA,"2020-10-02",2020,10,2,"Human Observation","",NA,NA,"British Columbia","Canada","CA",5,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Abies lasiocarpa","(Hooker) Nuttall",75241,"Plantae","Tracheophyta","Pinopsida","Pinales","",NA,"Pinaceae","Abies",NA,"Abies lasiocarpa","","species","iNaturalist","Observations","237400920","","https://www.inaturalist.org/observations/237400920","Ken A. Thompson","",NA,"2024-08-22",2024,8,22,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Abies lasiocarpa","(Hooker) Nuttall",75241,"Plantae","Tracheophyta","Pinopsida","Pinales","",NA,"Pinaceae","Abies",NA,"Abies lasiocarpa","","species","iNaturalist","Observations","74299223","","https://www.inaturalist.org/observations/74299223","Marcin Klisz","",NA,"2013-07-25",2013,7,25,"Human Observation","",NA,NA,"British Columbia","Canada","CA",122,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Abies lasiocarpa","(Hooker) Nuttall",75241,"Plantae","Tracheophyta","Pinopsida","Pinales","",NA,"Pinaceae","Abies",NA,"Abies lasiocarpa","","species","iNaturalist","Observations","234755800","","https://www.inaturalist.org/observations/234755800","Nina Hewitt","",NA,"2023-07-31",2023,7,31,"Human Observation","",NA,NA,"British Columbia","Canada","CA",5,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Abies lasiocarpa","(Hooker) Nuttall",75241,"Plantae","Tracheophyta","Pinopsida","Pinales","",NA,"Pinaceae","Abies",NA,"Abies lasiocarpa","","species","iNaturalist","Observations","55096360","","https://www.inaturalist.org/observations/55096360","Sara Bucovaz","",NA,"2020-07-30",2020,7,30,"Human Observation","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Abies lasiocarpa","(Hooker) Nuttall",75241,"Plantae","Tracheophyta","Pinopsida","Pinales","",NA,"Pinaceae","Abies",NA,"Abies lasiocarpa","","species","iNaturalist","Observations","92534317","","https://www.inaturalist.org/observations/92534317","josya","",NA,"2021-07-13",2021,7,13,"Human Observation","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Abies lasiocarpa","(Hooker) Nuttall",75241,"Plantae","Tracheophyta","Pinopsida","Pinales","",NA,"Pinaceae","Abies",NA,"Abies lasiocarpa","","species","iNaturalist","Observations","131018636","","https://www.inaturalist.org/observations/131018636","kadbury","",NA,"2022-08-15",2022,8,15,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Abies lasiocarpa","(Hooker) Nuttall",75241,"Plantae","Tracheophyta","Pinopsida","Pinales","",NA,"Pinaceae","Abies",NA,"Abies lasiocarpa","","species","iNaturalist","Observations","131019138","","https://www.inaturalist.org/observations/131019138","kadbury","",NA,"2022-08-15",2022,8,15,"Human Observation","",NA,NA,"British Columbia","Canada","CA",3,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Abies lasiocarpa","(Hooker) Nuttall",75241,"Plantae","Tracheophyta","Pinopsida","Pinales","",NA,"Pinaceae","Abies",NA,"Abies lasiocarpa","","species","iNaturalist","Observations","131021520","","https://www.inaturalist.org/observations/131021520","kadbury","",NA,"2022-08-15",2022,8,15,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Abies lasiocarpa","(Hooker) Nuttall",75241,"Plantae","Tracheophyta","Pinopsida","Pinales","",NA,"Pinaceae","Abies",NA,"Abies lasiocarpa","","species","iNaturalist","Observations","131021751","","https://www.inaturalist.org/observations/131021751","kadbury","",NA,"2022-08-15",2022,8,15,"Human Observation","",NA,NA,"British Columbia","Canada","CA",3,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Abies lasiocarpa","(Hooker) Nuttall",75241,"Plantae","Tracheophyta","Pinopsida","Pinales","",NA,"Pinaceae","Abies",NA,"Abies lasiocarpa","","species","iNaturalist","Observations","173550822","","https://www.inaturalist.org/observations/173550822","teagan_maclachlan","",NA,"2023-06-29",2023,6,29,"Human Observation","",NA,NA,"British Columbia","Canada","CA",11,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Abies lasiocarpa","(Hooker) Nuttall",75241,"Plantae","Tracheophyta","Pinopsida","Pinales","",NA,"Pinaceae","Abies",NA,"Abies lasiocarpa","","species","iNaturalist","Observations","231343984","","https://www.inaturalist.org/observations/231343984","nicofret","",NA,"2024-07-23",2024,7,23,"Human Observation","",NA,NA,"British Columbia","Canada","CA",7,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Abies lasiocarpa","(Hooker) Nuttall",75241,"Plantae","Tracheophyta","Pinopsida","Pinales","",NA,"Pinaceae","Abies",NA,"Abies lasiocarpa","","species","iNaturalist","Observations","231343992","","https://www.inaturalist.org/observations/231343992","nicofret","",NA,"2024-07-23",2024,7,23,"Human Observation","",NA,NA,"British Columbia","Canada","CA",7,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Acer circinatum","Pursh",48258,"Plantae","Tracheophyta","Magnoliopsida","Sapindales","",NA,"Sapindaceae","Acer",NA,"Acer circinatum","","species","UBC","UBCVascular","V162053","","8B2B7A04-34B6-B946-8B20-6F097BDD4FD7","Richard Hebda","s.n.",NA,"1975-09-14",1975,9,14,"PRESERVED_SPECIMEN","Greater Vancouver Regional District, North Delta, foot of Panorama Ridge, northeast Delta Nature Reserve, Burns Bog",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"r. hebda",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Achillea millefolium","L.",52821,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Achillea",NA,"Achillea millefolium","","species","UBC","UBCVascular","V55465","","C5768E2D-2621-CA45-ABF3-5E772499ACF2","Vernon C. Brink","56-8-189",NA,"1956-08-01",1956,8,1,"PRESERVED_SPECIMEN","sentinel glacier, Garibaldi Park",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2019)",NA,"S.I. Warwick",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Achillea millefolium","L.",52821,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Achillea",NA,"Achillea millefolium","","species","iNaturalist","Observations","138915095","","https://www.inaturalist.org/observations/138915095","Joanna Gower","",NA,"2022-10-15",2022,10,15,"Human Observation","",NA,NA,"British Columbia","Canada","CA",7,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2019)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Adiantum aleuticum var. aleuticum","(Rupr.) Paris",52667,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Pteridaceae","Adiantum",NA,"Adiantum aleuticum","aleuticum","varietas","iNaturalist","Observations","232312481","","https://www.inaturalist.org/observations/232312481","chelsl","",NA,"2023-08-04",2023,8,4,"Human Observation","",NA,NA,"British Columbia","Canada","CA",70,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2012)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Agoseris aurantiaca var. aurantiaca","(Hook.) Greene",75302,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Agoseris",NA,"Agoseris aurantiaca","aurantiaca","varietas","UBC","UBCVascular","V158267","","8BEA26F1-F73A-AF46-A887-8F6F276DB45C","B. Fraser","s.n.",NA,"1965-07-02",1965,7,2,"PRESERVED_SPECIMEN","Garibaldi Park, Sentinel glacier foreland",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Jamie D. Fenneman",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Agoseris aurantiaca var. aurantiaca","(Hook.) Greene",75302,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Agoseris",NA,"Agoseris aurantiaca","aurantiaca","varietas","UBC","UBCVascular","V44813","","A9D134FB-A3E2-A94A-84E3-80E892CD805D","John Davidson","s.n.",NA,"1914-08-01",1914,8,1,"PRESERVED_SPECIMEN","Garibaldi, Sphinx Glacier",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Jamie D. Fenneman",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Agoseris aurantiaca var. aurantiaca","(Hook.) Greene",75302,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Agoseris",NA,"Agoseris aurantiaca","aurantiaca","varietas","UBC","UBCVascular","V158245","","F72A979E-C9E6-9B44-AEBA-32731A0B9F99","B. Fraser","s.n.",NA,"1965-08-16",1965,8,16,"PRESERVED_SPECIMEN","Sphinx glacier foreland, Garibaldi Park",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"B. Fraser; G.I. Baird 1998",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Agoseris aurantiaca var. aurantiaca","(Hook.) Greene",75302,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Agoseris",NA,"Agoseris aurantiaca","aurantiaca","varietas","iNaturalist","Observations","176901631","","https://www.inaturalist.org/observations/176901631","Joanna Gower","",NA,"2023-08-02",2023,8,2,"Human Observation","",NA,NA,"British Columbia","Canada","CA",17,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Agoseris aurantiaca var. aurantiaca","(Hook.) Greene",75302,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Agoseris",NA,"Agoseris aurantiaca","aurantiaca","varietas","iNaturalist","Observations","10425496","","https://www.inaturalist.org/observations/10425496","judith holm","",NA,"2013-08-19",2013,8,19,"Human Observation","",NA,NA,"British Columbia","Canada","CA",686,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Agoseris aurantiaca var. aurantiaca","(Hook.) Greene",75302,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Agoseris",NA,"Agoseris aurantiaca","aurantiaca","varietas","iNaturalist","Observations","57445049","","https://www.inaturalist.org/observations/57445049","judith holm","",NA,"2020-08-22",2020,8,22,"Human Observation","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Agoseris aurantiaca var. aurantiaca","(Hook.) Greene",75302,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Agoseris",NA,"Agoseris aurantiaca","aurantiaca","varietas","iNaturalist","Observations","57444847","","https://www.inaturalist.org/observations/57444847","judith holm","",NA,"2020-08-22",2020,8,22,"Human Observation","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Agoseris aurantiaca var. aurantiaca","(Hook.) Greene",75302,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Agoseris",NA,"Agoseris aurantiaca","aurantiaca","varietas","iNaturalist","Observations","57447897","","https://www.inaturalist.org/observations/57447897","judith holm","",NA,"2020-08-22",2020,8,22,"Human Observation","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Agoseris aurantiaca var. aurantiaca","(Hook.) Greene",75302,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Agoseris",NA,"Agoseris aurantiaca","aurantiaca","varietas","iNaturalist","Observations","176555617","","https://www.inaturalist.org/observations/176555617","phmstone","",NA,"2023-08-02",2023,8,2,"Human Observation","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Agoseris aurantiaca var. aurantiaca","(Hook.) Greene",75302,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Agoseris",NA,"Agoseris aurantiaca","aurantiaca","varietas","iNaturalist","Observations","234592644","","https://www.inaturalist.org/observations/234592644","osablanca","",NA,"2024-08-07",2024,8,7,"Human Observation","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Agoseris glauca","(Pursh) Raf.",75303,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Agoseris",NA,"Agoseris glauca","","species","UBC","UBCVascular","V108844","","7B7D7863-2AC7-D943-817B-523E2C912305","Vladimir J. Krajina, R.C. Brooke","64092022",NA,"1964-09-20",1964,9,20,"PRESERVED_SPECIMEN","Garibaldi Park, little diamond head, cheekye ridge",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5",NA,"Vladimir J. Krajina",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Agoseris glauca","(Pursh) Raf.",75303,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Agoseris",NA,"Agoseris glauca","","species","UBC","UBCVascular","V158767","","AEBCCAA0-30C2-074C-BC3C-D8F2EA7914A1","B. Fraser","s.n.",NA,"1965-07-02",1965,7,2,"PRESERVED_SPECIMEN","Sentinel glacier foreland, Garibaldi Park",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5",NA,"B. Fraser",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Agrostis capillaris","L.",75312,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Poaceae","Agrostis",NA,"Agrostis capillaris","","species","iNaturalist","Observations","234429417","","https://www.inaturalist.org/observations/234429417","Nina Hewitt","",NA,"2024-08-03",2024,8,3,"Human Observation","",NA,NA,"British Columbia","Canada","CA",5,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2000)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Agrostis capillaris","L.",75312,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Poaceae","Agrostis",NA,"Agrostis capillaris","","species","iNaturalist","Observations","233801358","","https://www.inaturalist.org/observations/233801358","teagan_maclachlan","",NA,"2024-08-03",2024,8,3,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2000)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Agrostis exarata","Trin.",59088,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Poaceae","Agrostis",NA,"Agrostis exarata","","species","UBC","UBCVascular","V198399","","245FC59E-C978-A149-9ADE-7D5316E60A0C","B. Fraser","s.n.",NA,"1965-07-20",1965,7,20,"PRESERVED_SPECIMEN","Garibaldi Park, Sentinel Glacier foreland",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"M.J. Harvey 1991",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Agrostis exarata","Trin.",59088,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Poaceae","Agrostis",NA,"Agrostis exarata","","species","UBC","UBCVascular","V198398","","815D3333-10F2-5E49-8392-551A82D83991","B. Fraser","s.n.",NA,"1965-01-01",1965,1,1,"PRESERVED_SPECIMEN","Garibaldi Park, Warren Glacier foreland",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"M.J. Harvey 1991",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Agrostis humilis","(Vasey) Björkman",75316,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Poaceae","Agrostis",NA,"Agrostis humilis","","species","UBC","UBCVascular","V198405","","2FF92B39-448A-E548-8070-2149C0E6479F","B. Fraser","s.n.",NA,"1965-01-01",1965,1,1,"PRESERVED_SPECIMEN","Garibaldi Park, Sentinel Glacier foreland",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"M.J. Harvey 1991",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Agrostis humilis","(Vasey) Björkman",75316,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Poaceae","Agrostis",NA,"Agrostis humilis","","species","UBC","UBCVascular","V198406","","15EBB7F9-1C9B-FD46-BD86-F6FD0CD4A81B","B. Fraser","s.n.",NA,"1965-01-01",1965,1,1,"PRESERVED_SPECIMEN","Garibaldi Park, Warren Glacier foreland",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"M.J. Harvey 1991",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
